Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event5,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,kazetami,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor06_01,,Character2,,,0,,着いた、ここが自分の集落だ,,,
Balloon,Character0,8,,,,,,,,,
,Actor04_03,,Character0,,,0,,誰もいないですね,,,
,Actor06_00,,Character2,,,0,,人が訪れることはない\nだけど、屋根のある家はちゃんとある,,,
PlaySe,step01,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Bg,event6,,Picture1,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor01_00,,Character2,,,0,,とりあえず落ち着ける場所に来られたな,,,
,Actor04_00,,Character2,,,0,,ルネさんの家\n何もないですね,,,
,Actor06_00,,Character0,,,0,,ほとんど家を空けているから,,,
,Actor06_01,,Character0,,,0,,だけど、住めば都,,,
Balloon,Character0,9,,,,,,,,,
,Actor06_01,,Character0,,,0,,それに、丘の方にいけば\nもっと楽しい物がいっぱいある,,,
,Actor02_00,,Character2,,,0,,楽しいものって？,,,
,Actor06_00,,Character0,,,0,,食べ物を保管しておく冷蔵器\n素材を丸焦げにする火炎器,,,
,Actor06_01,,Character0,,,0,,川を走る電動船\n他にも動きそうなものがいっぱいある,,,
,Actor05_03,,Character2,,,0,,聞いたことないですね,,,
Balloon,Character2,2,,,,,,,,,
,Actor04_00,,Character2,,,0,,ルネさんの集落のこと\n詳しく聞かせて頂いてもいいですか？,,,
,Actor06_01,,Character0,,,0,,もちろん,,,
,Actor06_00,,Character0,,,0,,だけど、機器は実際に見に行ったほうが早いと思う,,,
,Actor06_01,,Character0,,,0,,それに、丘の方で食料も保存している\nついでだから、その時一緒に見るといい,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,0,,私、少し疲れちゃった……,,,
,Actor03_03,,Character2,,,0,,川で足を冷やしてくるよ,,,
,Actor05_00,,Character0,,,0,,あ、わたしも行きます\n足が棒になってしまいました,,,
,Actor03_03,,Character2,,,0,,暗くなる前に戻ってくるね,,,
PlaySe,step01,80,100,,,,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
*132_選択肢前,,,,,,,,,,,
LayerReset,All,,,,,,,,,,
Jump,*132_選択肢後,SelectionParam_0 && SelectionParam_1,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,何か確認しておくことは……,Input,,
Selection,*132_0,,,,,,,集落について,,,
Selection,*132_1,,,,,,,ロストワールドについて,,,
*132_0,,,,,,,,,,,
Param,SelectionParam_0=true,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor01_00,,Character2,,,0,,この集落はいつ頃から廃れてしまったんだ？,,,
,Actor06_04,,Character0,,,0,,ん……,,,
,Actor06_04,,Character0,,,0,,ずっと、ずっと前,,,
,Actor06_00,,Character0,,,0,,たぶん、エリシャやミシェルの親の親が生まれてくるぐらい,,,
,Actor01_00,,Character2,,,0,,……？,,,
,Actor01_00,,Character2,,,0,,ルネはいま何歳なんだ？,,,
,Actor06_00,,Character0,,,0,,年齢……？,,,
,Actor06_04,,Character0,,,0,,忘れてしまった,,,
,Actor06_00,,Character0,,,0,,でも、八十年ぐらいは生きていると思う,,,
Balloon,Character2,6,,,,,,,,,
,Actor04_00,,Character2,,,0,,は、はちじゅうですか？,,,
,Actor01_01,,Character2,,,0,,ははは……\nまた、その冗談か,,,
,Actor01_01,,Character2,,,0,,どう見ても、ルネはアタシより年下にしか見えないぞ,,,
,Actor06_00,,Character0,,,0,,黒水晶に触れて\n不思議な力を手に入れたからだ,,,
,Actor01_00,,Character2,,,0,,黒水晶……？\n不思議な力って、この集落で何が起こったんだ？,,,
Balloon,Character0,7,,,,,,,,,
,Actor06_04,,Character0,,,0,,話すと長くなると思う\nだから、食べ物取りに行く時に話そう,,,
,Actor06_00,,Character0,,,0,,丘の上に自分がかけられた\n魔法の石碑も建っている,,,
,Actor06_00,,Character0,,,0,,実際に見たほうがわかりやすい,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Jump,*132_選択肢前,,,,,,,,,,
*132_1,,,,,,,,,,,
Param,SelectionParam_1=true,,,,,,,,,,,
,Actor01_00,,Character2,,,0,,身をもって感じたことなんだが……,,,
Balloon,Character2,1,,,,,,,,,
,Actor01_01,,Character2,,,0,,ロストワールドは自然の多いところだな,,,
,Actor06_01,,Character0,,,0,,うん、自然が多い\n木の実がいっぱい採れる,,,
,Actor01_00,,Character2,,,0,,ルネは食べ物の話ばかりするね,,,
,Actor06_00,,Character0,,,0,,そうだろうか？,,,
,Actor06_00,,Character0,,,0,,此処では料理が第一だった,,,
,Actor06_00,,Character0,,,0,,次に大事なのが食材,,,
,Actor01_00,,Character2,,,0,,どっちも食べること関連じゃないか,,,
,Actor06_00,,Character0,,,0,,みんな、食べること大好きだった,,,
,Actor06_00,,Character0,,,0,,でも、食べないと生きていけないから\n絶対、大事なこと,,,
Balloon,Character2,8,,,,,,,,,
,Actor01_00,,Character2,,,0,,間違ってはないけど\n夢のない価値観だな……,,,
,Actor06_01,,Character0,,,0,,エリシャのドラゴンも\nここで休めば、すぐに良くなる,,,
,Actor06_01,,Character0,,,0,,かつて馬がいた厩舎があるから\n狭いけど、落ち着いて休めると思う,,,
,Actor01_01,,Character2,,,0,,ありがとう\nありがたく使わせてもらうとするよ,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Jump,*132_選択肢前,,,,,,,,,,
*132_選択肢後,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
StopBgm2,,,,,,2,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
