Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage1,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
PlayBgs,003-Wind03,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,0,,お腹空いてない？,,,
,Actor05_02,,Character0,,,0,,空きました……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character2,,,0,,このまま、誰の助けも来なかったらどうしよう,,,
,Actor05_02,,Character0,,,0,,怖いこと言わないでください,,,
Balloon,Character2,7,,,,,,,,,
,Actor03_03,,Character2,,,0,,もう夜になっちゃったね……,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
PlaySe,Earth8,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
PlaySe,Earth8,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor05_03,,Character2,,,0,,……！,,,
,Actor05_00,,Character2,,,0,,リジェ先生、何か聞こえてきませんか？,,,
,Actor03_00,,Character0,,,0,,え……、特に何もないけど……？,,,
Balloon,Character2,7,,,,,,,,,
,Actor05_00,,Character2,,,0,,おかしいです\n確かに、何か聞こえたはずなんですが,,,
,Actor03_00,,Character0,,,0,,気のせいだと思うけど……,,,
PlaySe,Earth8,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character0,,,0,,あ……、私にも聞こえた,,,
,Actor05_00,,Character2,,,0,,どこから鳴ってるんでしょう？,,,
,Actor03_00,,Character0,,,0,,うーん、下のほうから？,,,
,Actor05_03,,Character2,,,0,,下……？,,,
,Actor03_03,,Character0,,,0,,この防災用の扉？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Earth8,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor05_02,,Character2,,,0,,揺れてます\nもしかして、地下からも敵が……？,,,
,Actor03_00,,Character0,,,0,,ちょっと下がってて,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character0,,,0,,取っ手は、こことここかな……,,,
,Actor03_00,,Character0,,,0,,えいっ！,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Blow4,80,100,,,,,,,,
Balloon,Character2,1,,,,,,,,,
,,,,,,0,,うあぁ！,,,
FadeIn,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlayBgm,kumomanoyoukou,80,100,,,,,,,,
Balloon,Character0,6,,,,,,,,,
,Actor03_04,,Character0,,,0,,痛い、痛い、頭ぶつけた！,,,
,Actor05_03,,Character2,,,0,,大丈夫ですか！？,,,
,Actor03_03,,Character0,,,0,,痛い、ジンジンする,,,
,Actor03_00,,Character0,,,0,,って……\nあなた、どこからきたの？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,6,,,,,,,,,
,Actor04_04,,Character2,,,0,,いきなり頭突きしてくるなんてひどい,,,
,Actor03_03,,Character0,,,0,,ごめんなさい\n引っ張ったら思いの外、軽かったからさ,,,
,Actor04_04,,Character2,,,0,,押しても押しても開かなかったのに……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character2,,,0,,申し遅れました\nワタシはミシェルと申します,,,
,Actor04_00,,Character2,,,0,,この魔法学校で生徒会長をしています,,,
Balloon,Character0,3,,,,,,,,,
,Actor03_01,,Character0,,,0,,私はリジェで、こっちがシイナちゃんね,,,
,Actor05_00,,Character0,,,0,,二年生になるシイナです\nよろしくお願いします,,,
