Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage12,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,yumemidori,100,100,,,,,,,,
PlayBgs,factory1,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character2,,,0,,あ、あの、ソラさん……,,,
,Actor02_02,,Character0,,,0,,ん……、シイナがあたしに\n話しかけてくるなんて珍しいね,,,
,Actor02_02,,Character0,,,0,,シイナ影薄いから,,,
,Actor02_02,,Character0,,,0,,あっ、もしかして\nだから黒属性なんじゃない？,,,
Balloon,Character2,6,,,,,,,,,
,Actor05_03,,Character2,,,0,,そ、そんなことないと思いますけど,,,
,Actor02_01,,Character0,,,0,,マジ回答ですか,,,
,Actor02_02,,Character0,,,0,,まぁいいや\nそれで、何か聞きたいことでもあるのかな？,,,
,Actor05_00,,Character2,,,0,,ソラさんは魔法が使えなくなったら……,,,
,Actor02_00,,Character0,,,0,,それは困るから,,,
,Actor02_00,,Character0,,,0,,黒水晶のことでしょ？,,,
,Actor02_01,,Character0,,,0,,壊されたら困るに決まってるじゃない,,,
Balloon,Character2,8,,,,,,,,,
,Actor05_02,,Character2,,,0,,そ、そうですよね……,,,
,Actor02_01,,Character0,,,0,,そんな尻込みしないでよ\nいじめてるみたいじゃない,,,
,Actor05_02,,Character2,,,0,,ごめんなさい,,,
,Actor02_02,,Character0,,,0,,……,,,
,Actor02_01,,Character0,,,0,,どうせ、リジェに言われて来たんでしょ,,,
,Actor02_02,,Character0,,,0,,自分の考えがまとまらないなら\nみんなに相談してみたら、みたいな？,,,
,Actor05_00,,Character2,,,0,,いえ、リジェ先生は関係ないですよ,,,
,Actor02_00,,Character0,,,0,,あら、そうだったんだ,,,
,Actor02_02,,Character0,,,0,,断っておくけど,,,
,Actor02_02,,Character0,,,0,,シイナがどういう決定をしようと\nあたしには関係ないからね,,,
,Actor02_01,,Character0,,,0,,魔法なんてなくたって\nあたしが天才でいることは変わらないじゃない？,,,
,Actor05_00,,Character2,,,0,,は、はぁ……,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,0,,そこは突っ込むところなんだけど……,,,
,Actor05_02,,Character2,,,0,,え、あれ……？,,,
,Actor02_02,,Character0,,,0,,あたしにとって魔法は全てなの,,,
,Actor02_02,,Character0,,,0,,だって、あたしから魔法をとったら\n何も残らないじゃない,,,
,Actor05_00,,Character2,,,0,,……,,,
,Actor02_00,,Character0,,,0,,でも、魔法なんてなくなったって\n別に構わないよ,,,
,Actor02_00,,Character0,,,0,,別の手段を探して\nあたしは自分のしたいことをしていくから,,,
,Actor02_02,,Character0,,,0,,だから、シイナは思ったまま\n感じたまま、答えを導き出せばいいんじゃない,,,
,Actor05_00,,Character2,,,0,,わたし、ソラさんのこと\n誤解してたかもしれないです,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,0,,へ……？,,,
,Actor05_00,,Character2,,,0,,ソラさん\nいつも他人に当たってばかりですけど,,,
,Actor05_00,,Character2,,,0,,それは、その人のために\n言っているんですよね,,,
,Actor02_02,,Character0,,,0,,さあ、どうだろうね……,,,
,Actor02_01,,Character0,,,0,,そう思うなら\n勝手にそう解釈してもらって構わないけど,,,
,Actor02_02,,Character0,,,0,,あたしってそんなに\n口うるさい風に見えるの？,,,
,Actor05_02,,Character2,,,0,,えと……\n今みたいな受け答えをするからではないかと……？,,,
,Actor02_02,,Character0,,,0,,なるほど\nそういうのがいけないのか……,,,
Balloon,Character2,2,,,,,,,,,
,Actor05_03,,Character2,,,0,,……？,,,
,Actor02_01,,Character0,,,0,,いや、こっちの話,,,
,Actor02_02,,Character0,,,0,,とにかく、あたしの考えは\n述べた通りだよ,,,
,Actor05_00,,Character2,,,0,,わかりました\nお話しできてよかったです,,,
PlaySe,step01,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character0,,,0,,あ、ちょっと待って,,,
,Actor05_03,,Character2,,,0,,は、はい……？,,,
,Actor02_00,,Character0,,,0,,シイナは疑問に思わないの？,,,
,Actor02_00,,Character0,,,0,,どうしてシイナの魔力が膨大なのか……,,,
,Actor02_00,,Character0,,,0,,この間だってそう\nシイナの力であたしらは勝利したんだ,,,
Balloon,Character2,7,,,,,,,,,
,Actor05_02,,Character2,,,0,,あ……、言われてみれば,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_02,,Character0,,,0,,もしかして……\nシイナは全然気にしてなかったの？,,,
,Actor05_02,,Character2,,,0,,そ、そんなことはないですが,,,
Balloon,Character0,7,,,,,,,,,
,Actor02_00,,Character0,,,0,,まぁ、いいや\nとにかく……,,,
,Actor02_00,,Character0,,,0,,シイナの魔法の力は\nあたしよりずっと上だよ,,,
,Actor05_02,,Character2,,,0,,え……？,,,
,Actor02_00,,Character0,,,0,,いや、それどころか\n天と地ぐらいの差はあると思う,,,
,Actor05_00,,Character2,,,0,,それは言い過ぎではないですか？,,,
,Actor02_00,,Character0,,,0,,嘘じゃないよ,,,
Balloon,Character0,7,,,,,,,,,
,Actor02_00,,Character0,,,0,,……,,,
,Actor05_03,,Character2,,,0,,……？,,,
,Actor05_03,,Character2,,,0,,ソラさん……？,,,
,Actor02_02,,Character0,,,0,,これは前にも言ったけどさ,,,
,Actor02_02,,Character0,,,0,,シイナが魔者になったりしても\n助けてあげられる保証はないよ,,,
Balloon,Character2,9,,,,,,,,,
,Actor05_01,,Character2,,,0,,大丈夫ですよ,,,
,Actor02_00,,Character0,,,0,,怖くないの？,,,
,Actor05_00,,Character2,,,0,,怖いですよ\nでも、信じていますから,,,
,Actor05_00,,Character2,,,0,,リジェ先生も、もちろんソラさんも\n皆さん、全員です,,,
,Actor02_01,,Character0,,,0,,じゃあ、もう、勝手にすればいいじゃない,,,
PlaySe,step01,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character2,,,0,,あ、あれ……\n怒らせちゃったのでしょうか？,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character0,,,0,,シイナはまだ何も思い出してない……,,,
,Actor02_02,,Character0,,,0,,信じていますから……か,,,
