Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Bg,stage12,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,0,,あれ、ワタシは……？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,0,,あ、そうでした……,,,
Balloon,Character2,1,,,,,,,,,
,Actor04_04,,Character2,,,0,,ソラさん、いたら返事をして下さい！,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,0,,おかしいです……,,,
,Actor04_03,,Character2,,,0,,真っ暗で何も見えません\nいったいどうして……？,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ふろーずん風車,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,0,,噂は耳にしてたけど、こんな地下施設があるなんて\nさすがのあたしも知らなかったよ,,,
,Actor07_00,,Character2,,,0,,ほんっと、悪趣味な趣味しているわ,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor04_00,,Character2,,,0,,え……、マリー？,,,
,Actor04_00,,Character2,,,0,,どうして、マリーがここに？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor07_00,,Character2,,,0,,あなたもさ\nそう思うでしょ？,,,
