Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage13,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,あれ……,,,
PlaySe,Monster4,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_03,,Character2,,,0,,……！,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_04,,Character2,,,0,,しまった、あたしはコイツに挑んで……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_03,,Character2,,,0,,ミシェル？,,,
,,,,,,0,,……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,0,,ミシェルは……\n本当に、バカだよ,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster4,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,0,,絶対に、負けられなくなっちゃったじゃない,,,
PlaySe,Monster2,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,5,,,,,,,,,
,Actor02_03,,Character2,,,0,,うるさいな、黙れ、化け物が！,,,
PlayBgm,salvation,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,0,,フフ……、泣いても笑っても\n本当に本当の最後だね,,,
,Actor02_01,,Character2,,,0,,あたしは絶対に負けない,,,
,Actor02_02,,Character2,,,0,,あたしは、学校始まって以来の\n最強で最高の天才魔法使いなんだ,,,
,Actor02_00,,Character2,,,0,,それに……,,,
,Actor02_00,,Character2,,,0,,今のあたしのはミシェルの魔力も宿ってる,,,
,Actor02_02,,Character2,,,0,,こんなに、身体が軽いのなんて\nいつ以来だろう……,,,
,Actor02_00,,Character2,,,0,,絶対に負けられないんだ,,,
,Actor02_00,,Character2,,,0,,あたしと、ミシェルのこの力で\nあんたを……,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_00,,Character2,,,0,,倒してみせる！,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
StopBgm2,,,,,,2,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
