Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event3,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
PlayBgm,kumomanoyoukou,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,ソラさん,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,ソラさん！,,,
FadeIn,black,,,,,,,,,,
,Actor02_04,,Character2,,,0,,何……？,,,
,Actor04_01,,Character0,,,0,,朝ごはん全然食べてないですよ？,,,
,Actor02_01,,Character2,,,0,,そういう気分じゃない,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,0,,それより、エーテルドリンク持ってきてよ,,,
,Actor04_03,,Character0,,,0,,ダメです\n薬に頼ってばかりじゃ治るものも治りませんよ,,,
,Actor02_04,,Character2,,,0,,朝っぱらからうるさいな\n頭に響くって言ってるじゃないの……,,,
,Actor04_00,,Character0,,,0,,ソラさんは怪我人なんです,,,
,Actor04_00,,Character0,,,0,,大人しく休まないと\n寝たきりのままになってしまいますよ,,,
,Actor02_01,,Character2,,,0,,これぐらいの怪我なんてすぐに……,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_04,,Character2,,,0,,痛ッ……、うわ……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_00,,Character0,,,0,,もう、無茶しないでください,,,
,Actor04_01,,Character0,,,0,,最終手段を講じないといけなくなります,,,
,Actor02_03,,Character2,,,0,,何、その、太いテーピングは……？,,,
,Actor04_01,,Character0,,,0,,ベッドに縛り付けるための固定具です,,,
,Actor02_03,,Character2,,,0,,……！,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_02,,Character2,,,0,,わかったよ！\n食べればいいんでしょ、食べれば,,,
,Actor02_00,,Character2,,,0,,前掛け貸して\n後で勝手に食べるから,,,
,Actor04_01,,Character0,,,0,,ふふ……はい、どうぞ\n一人で出来ますか？,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,0,,何で、嬉しそうなんだよ、まったく！,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
StopBgm2,,,,,,2,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
