Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,backtitle,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,kazetami,100,100,,,,,,,,
PlayBgs,Wind,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,0,,とても不思議な感じがします\n何か人の意思みたいなものを……,,,
,Actor01_00,,Character0,,,0,,この石碑は……\n多くの名前が刻まれているな,,,
,Actor06_00,,Character2,,,0,,この石碑は、魔法がかけられている,,,
,Actor06_00,,Character2,,,0,,ここに刻まれている名前は\nこの集落にかつて居た者達のもの,,,
Balloon,Character0,8,,,,,,,,,
,Actor04_03,,Character0,,,0,,まるで墓碑のようですね,,,
,Actor01_00,,Character0,,,0,,ルネが刻んでいるのか？,,,
,Actor06_00,,Character2,,,0,,そうだ,,,
,Actor06_02,,Character2,,,0,,自分はこの石碑に魔者になってしまった者や\n戦いで亡くなった者の名前を刻まなければならない,,,
Balloon,Character2,8,,,,,,,,,
,Actor06_04,,Character2,,,0,,でも、まだまだ、終わりそうにない,,,
,Actor01_00,,Character0,,,0,,どういうことなんだ……？,,,
,Actor06_02,,Character2,,,0,,自分は黒水晶に触れた時\n呪いにかけられてしまった,,,
,Actor06_00,,Character2,,,0,,それが、この石碑に名を刻むこと,,,
,Actor06_00,,Character2,,,0,,終わるまで\n自分の刻は止まったまま,,,
Balloon,Character0,8,,,,,,,,,
,Actor03_03,,Character0,,,0,,刻が止まる……\n年を重ねていないのはそのせいなの？,,,
,Actor06_00,,Character2,,,0,,そうだと思う,,,
,Actor06_00,,Character2,,,0,,自分はずっと旅をしながら\n名前を探し求めている,,,
,Actor06_02,,Character2,,,0,,それが終わるまで\n自分は永遠に死ぬことはないと思う,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor01_04,,Character0,,,0,,……,,,
,Actor01_00,,Character0,,,0,,キミは辛くないのか？,,,
,Actor06_00,,Character2,,,0,,……？,,,
,Actor06_00,,Character2,,,0,,よくわからない,,,
Balloon,Character0,1,,,,,,,,,
,Actor01_03,,Character0,,,0,,……！,,,
,Actor01_04,,Character0,,,0,,そんな風に育てられて\nわけのわからない義務を押し付けられて,,,
,Actor01_03,,Character0,,,0,,ルネは平気なのか？,,,
,Actor06_04,,Character2,,,0,,平気、それに自分にだって感情がないわけではない,,,
,Actor06_00,,Character2,,,0,,じっとしててもお腹は空く,,,
,Actor01_00,,Character0,,,0,,それは感情ではない、人の本能だ,,,
,Actor06_00,,Character2,,,0,,……？,,,
,Actor06_04,,Character2,,,0,,どうしてエリシャが怒っているのか\n自分にはわからない,,,
Balloon,Character0,6,,,,,,,,,
,Actor01_03,,Character0,,,0,,すまない……\nキミに対して怒っているのではない,,,
