Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage10,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Skill2,80,100,,,,,,,,
PlaySe,Darkness3,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster3,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,0,,……,,,
,Actor04_03,,Character2,,,0,,今ので……終わりなのでしょうか,,,
,Actor01_03,,Character0,,,0,,魔者の姿は確認できないが\n妙な感じがするな,,,
Balloon,Character0,2,,,,,,,,,
,Actor06_00,,Character0,,,0,,館内で魔者にしか遭遇してない\n他の人達、どこに隠れてしまったのだろう？,,,
,Actor03_00,,Character2,,,0,,まだ、どこかに潜んでいるかもしれない,,,
,Actor03_00,,Character2,,,0,,手分けして探そう、とりあえずは……,,,
PlaySe,Close3,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,1,,,,,,,,,
,Actor05_02,,Character2,,,0,,……！,,,
,Actor05_02,,Character2,,,0,,扉が……、勝手に？,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster2,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster4,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster6,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor01_03,,Character0,,,0,,……！,,,
,Actor05_02,,Character2,,,0,,そ、そんな……,,,
PlaySe,Monster2,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster1,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Monster6,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor01_02,,Character0,,,0,,どこから、湧いて出てきたんだ！？,,,
,Actor05_02,,Character2,,,0,,二階の踊り場にも！,,,
,Actor03_02,,Character2,,,0,,囲まれてる！？,,,
,Actor02_03,,Character2,,,0,,出口は、ミシェル？,,,
PlaySe,Key,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Key,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_04,,Character2,,,0,,ダメです！\n鍵が掛かってて開きません,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,8,,,,,,,,,
,Actor05_02,,Character2,,,0,,せ、先生……？,,,
,Actor03_03,,Character0,,,0,,シイナちゃん、私の後ろに廻って,,,
,Actor05_02,,Character2,,,0,,え……？,,,
PlayBgm,ふろーずん風車,100,100,,,,,,,,
,Actor03_03,,Character0,,,0,,覚悟を決めてたつもりだったけど,,,
,Actor03_01,,Character0,,,0,,人ってすぐには変われないものなんだね,,,
,Actor03_03,,Character0,,,0,,怖くて怖くて、膝が笑ってて\n逃げたくて仕方がないよ,,,
,Actor05_00,,Character2,,,0,,……,,,
,Actor03_03,,Character0,,,0,,シイナちゃん\n最初に会ったときのこと覚えてる？,,,
,Actor05_00,,Character2,,,0,,時計塔でのことですか？,,,
,Actor03_03,,Character0,,,0,,うん、絶対にシイナちゃんを護るって約束,,,
,Actor05_00,,Character2,,,0,,覚えてますよ,,,
