Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event9,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
StopBgm2,,,,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,,,,,,0,,……,,,
PlaySe,Close1,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,0,,誰……？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
,Actor03_00,,Character0,,,0,,私だよ、起きてた？,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_01,,Character2,,,0,,まぁね、寝心地が悪いんだよ,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,0,,うまく学校をまとめているみたいじゃない,,,
,Actor02_02,,Character2,,,0,,学校の関係者を捕らえて\n魔者を追い払って,,,
,Actor02_01,,Character2,,,0,,本格的にここを統治するのも\n時間の問題なのかな？,,,
,Actor03_02,,Character0,,,0,,まだまだ\n問題は山積みだよ,,,
,Actor03_02,,Character0,,,0,,戦争の相手国にも行かないといけないし\nその他の領主にも会わないといけないし,,,
,Actor03_00,,Character0,,,0,,でも、魔法の使い方に関する草案は\n大方、まとまりそうなんだ,,,
,Actor03_02,,Character0,,,0,,間違いが起こらないように\n戦争が二度と起きないように……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_03,,Character0,,,0,,ソラ、一つだけ訊いていいかな？,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,0,,一つと言わずに何でもどうぞ,,,
,Actor03_03,,Character0,,,0,,これは、エリシャと私しか\nまだ知らないことなんだけど,,,
,Actor03_03,,Character0,,,0,,戦争に参加していた人の中から\n研究者を割り出してみたの,,,
,Actor03_03,,Character0,,,0,,もちろん、学校長も含めてね,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character0,,,0,,戦争では、戦死者や行方不明者は\n数多くでているみたいなんだけど,,,
,Actor03_02,,Character0,,,0,,なかでも研究者の生存率が極めて低くて,,,
,Actor03_03,,Character0,,,0,,反対にソラが率いてた\n魔法使いの部隊の生存率はすごく高いの,,,
,Actor02_01,,Character2,,,0,,そりゃあ、あたしらは優秀だったからね,,,
,Actor03_00,,Character0,,,0,,はぐらかさなくていいからさ\nそのことに関して何か知ってることはないかな？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor02_02,,Character2,,,0,,先に断っておくけど\nそれを、知ってどうするつもり？,,,
,Actor03_01,,Character0,,,0,,ううん、どうもしないんだけどね,,,
,Actor03_01,,Character0,,,0,,ただ、気になって独自に調べているだけだからさ,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_00,,Character2,,,0,,……,,,
,Actor02_02,,Character2,,,0,,いいよ、話してあげる\nそういう約束だったし,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,0,,この戦争は、魔者の強さを計る実験の一つだった\n前にも話したと思うけど……,,,
,Actor02_02,,Character2,,,0,,そんなくだらない理由に\n付き合わされるのに嫌気がさした人がいたんだよ,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,0,,その人は、表向きには\n戦争に協力していたけど,,,
,Actor02_02,,Character2,,,0,,実際は、味方の研究者を出し抜いて\n膿を排除しようとしていたんだ,,,
,Actor02_01,,Character2,,,0,,相手に情報を流したり\n味方の兵糧に毒を仕込んだりしてね,,,
,Actor03_02,,Character0,,,0,,ひどいことをするんだね\nその人は……,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_02,,Character2,,,0,,本当だよね\nでも、それ程までに学校の軍は腐っていたんだよ,,,
,Actor03_02,,Character0,,,0,,……,,,
,Actor03_03,,Character0,,,0,,それで、その人は……？,,,
,Actor02_01,,Character2,,,0,,どうなったのかはわからないな\n戦地での情報なんて信用性ないし,,,
Balloon,Character2,7,,,,,,,,,
,Actor02_04,,Character2,,,0,,ただ……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,0,,リジェは……人を殺めたことってある？,,,
,Actor03_02,,Character0,,,0,,私は……魔者の姿をしていた人を含めると\nしたことがあるんだと思う,,,
,Actor02_00,,Character2,,,0,,そっか……,,,
,Actor02_02,,Character2,,,0,,あたしも、リジェと一緒なんだと思う,,,
,Actor02_02,,Character2,,,0,,あたしには殺したいほど憎んでいた人がいてね,,,
,Actor02_02,,Character2,,,0,,手にかける、一歩直前までいったことがあったんだ,,,
,Actor02_02,,Character2,,,0,,だけど、寸前で思いとどまったんだ\n怖くなっちゃって……,,,
Balloon,Character0,8,,,,,,,,,
,Actor03_02,,Character0,,,0,,……,,,
,Actor02_02,,Character2,,,0,,気がついたら\n敵の追手に見つかりそうになってて,,,
,Actor02_02,,Character2,,,0,,そのまま、その人は置いてきたよ,,,
,Actor02_02,,Character2,,,0,,きっと、敵に捕らえられたんじゃないかな,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character0,,,0,,ありがとう話してくれて\nソラは、本当に、辛かったんだね,,,
,Actor02_04,,Character2,,,0,,うん……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_01,,Character2,,,0,,まぁ、その後はグダグダだったけどね,,,
Balloon,Character2,9,,,,,,,,,
,Actor02_01,,Character2,,,0,,騒ぎに便乗して学校を掌握しようと考えてたのに\n大怪我負わされてオジャンだったし,,,
,Actor02_00,,Character2,,,0,,リジェは領主に復帰したこと、後悔してる？,,,
Balloon,Character0,6,,,,,,,,,
,Actor03_03,,Character0,,,0,,うーん……\n少しだけ、ね,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,0,,それで、今日の相談内容は？\n話だけしに来たわけじゃないんでしょ,,,
,Actor03_03,,Character0,,,0,,いや、相談はもう終わりかな,,,
,Actor02_00,,Character2,,,0,,どゆこと……？,,,
,Actor03_01,,Character0,,,0,,ソラには脱獄してもらおうと思ってね,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_01,,Character2,,,0,,フフ……\n今や、一級戦犯なのに逃げちゃっていいの？,,,
,Actor03_03,,Character0,,,0,,逆に質問するけど\nソラはこのまま処刑されてもいいの？,,,
,Actor02_03,,Character2,,,0,,いいわけないじゃない！,,,
,Actor02_04,,Character2,,,0,,でも、逃げるにしても\n行き場がないと思うけど,,,
,Actor03_03,,Character0,,,0,,それがね……思いつくのが\n戦争の相手国ぐらいしかないんだ,,,
,Actor02_01,,Character2,,,0,,フフ……\nそれならそれで結構なことじゃない,,,
,Actor02_02,,Character2,,,0,,逃げていいって言うなら\nあたしはさっさと行くよ,,,
PlaySe,Close2,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character0,1,,,,,,,,,
,Actor03_02,,Character0,,,0,,ちょっと待ってよ！,,,
,Actor03_02,,Character0,,,0,,もう、二度と会えないかもしれないのに,,,
,Actor03_03,,Character0,,,0,,いくらなんでも\nあっさりしすぎじゃない？,,,
,Actor02_02,,Character2,,,0,,何言ってるの？\n一生会えないと決まったわけじゃないのに,,,
,Actor02_02,,Character2,,,0,,生きてたらどうにでもなるでしょ？,,,
