Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage1,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,,,,,,
PlayBgs,003-Wind03,100,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,,,,,,0,,……,,,
,,,,,,0,,…,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor03_02,,Character2,,,0,,あ……しまった\n昼寝しちゃってた？,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
,Actor03_03,,Character2,,,0,,はぁーぁ……\nもうすっかり春なんだな,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Bg,event4,,Picture1,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgs,019-People01,100,100,,,,,,,,
,Actor03_00,,Character2,,,0,,街は相変わらず、活気があるなあ,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Bg,stage1,,Picture1,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgs,003-Wind03,100,100,,,,,,,,
,Actor03_03,,Character2,,,0,,出陣パレードが終わって、もう二週間か……,,,
,Actor03_03,,Character2,,,0,,軍も全然帰ってくる気配もないし\n何も情報は入ってこない,,,
,Actor03_03,,Character2,,,0,,このまま待ってるだけでいいのかな……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_02,,Character2,,,0,,ああ、ダメだ\n何もいい案が思い浮かばない,,,
,Actor03_03,,Character2,,,0,,諦めて戻ろうかな……\n新学期に間に合わなくなっちゃう,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,,,,,,0,,……,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
StopBgm2,,,,,,2,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,,,,,,0,,……,,,
,,,,,,0,,…,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Close3,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,2,,,,,,,,,
,Actor03_02,,Character2,,,0,,あれ……？,,,
,Actor03_02,,Character2,,,0,,しまった\nまた寝ちゃってたかも……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
PlaySe,Damage1,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,1,,,,,,,,,
,Actor03_04,,Character2,,,0,,うわぁ！,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
Balloon,Character0,6,,,,,,,,,
,Actor05_02,,Character0,,,0,,あ……ごめんなさい……,,,
,Actor03_03,,Character2,,,0,,あれ……生徒さん？,,,
,Actor03_00,,Character2,,,0,,いきなりビックリしちゃったよ,,,
,Actor03_00,,Character2,,,0,,はぁーぁ……\n春の陽気って偉大だなぁ,,,
,Actor03_01,,Character2,,,0,,ねぇ、そう思わない？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character0,,,0,,……,,,
Balloon,Character2,2,,,,,,,,,
,Actor03_03,,Character2,,,0,,どうしたの？\n何だかひどく慌ててるように見えるけど,,,
,Actor05_02,,Character0,,,0,,あ、あの……,,,
,Actor05_00,,Character0,,,0,,わたし、シイナと言います！,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character2,,,0,,シイナちゃんか、いい名前だね,,,
,Actor03_00,,Character2,,,0,,私はリジェだよ\nあ、でもここに居たのは誰にも言わないでね,,,
