Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,event8,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,walking,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_01,,Character2,,,0,,ソラさん……,,,
,Actor04_01,,Character2,,,0,,島についてから\nあまりにも、ぐうたらしすぎではないですか？,,,
,Actor02_02,,Character0,,,0,,仕方ないじゃない\n嵐でどこにもいけないんだし,,,
,Actor04_03,,Character2,,,0,,だからといって……,,,
Balloon,Character2,7,,,,,,,,,
,Actor04_00,,Character2,,,0,,食べて寝るだけで\n何もしていないじゃないですか,,,
,Actor02_01,,Character0,,,0,,ミシェルは真面目だよね、本当に,,,
,Actor02_00,,Character0,,,0,,今まで、どれだけ波乱続きだったと思っているの,,,
,Actor02_02,,Character0,,,0,,平和を享受するのも\n立派な人の営みなんじゃない,,,
,Actor04_00,,Character2,,,0,,ソラさんは、今日もずっと寝てるだけですか？,,,
,Actor02_02,,Character0,,,0,,うん、だって本調子じゃないし,,,
Balloon,Character2,1,,,,,,,,,
,Actor04_00,,Character2,,,0,,……！,,,
,Actor04_00,,Character2,,,0,,大丈夫なんですか？,,,
Balloon,Character0,6,,,,,,,,,
,Actor02_01,,Character0,,,0,,うるさいな、ただの二日酔いだよ,,,
,Actor04_03,,Character2,,,0,,心配して損しました\nお酒もほどほどにして下さい,,,
,Actor02_00,,Character0,,,0,,どうして、あたし酒に弱いんだろ,,,
,Actor02_02,,Character0,,,0,,絶対、強い方だと思ってたんだけどな,,,
,Actor04_00,,Character2,,,0,,でしたら、飲まなければいいのでは？,,,
,Actor02_02,,Character0,,,0,,いやぁ、それじゃ眠れないし\n飲むと気分紛れるし、仕方ないじゃない,,,
,Actor04_03,,Character2,,,0,,……,,,
Balloon,Character2,7,,,,,,,,,
,Actor04_01,,Character2,,,0,,もう、好きにして下さい,,,
,Actor02_00,,Character0,,,0,,言われなくても、そのつもりだって,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor04_03,,Character2,,,0,,ところで……,,,
,Actor04_00,,Character2,,,0,,他の方々は、お出かけされたのでしょうか？,,,
,Actor02_00,,Character0,,,0,,エリシャは今日もルネと島の散策じゃない？,,,
,Actor02_00,,Character0,,,0,,リジェは……,,,
,Actor02_02,,Character0,,,0,,朝から出かけてなかったっけ\nシイナと一緒に,,,
,Actor04_00,,Character2,,,0,,ワタシは聞いていませんけれど……,,,
,Actor02_02,,Character0,,,0,,なら、そのうち戻ってくるでしょ,,,
Balloon,Character0,3,,,,,,,,,
,Actor02_02,,Character0,,,0,,あたしは夜まで寝てるから\nおやすみ,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
PlaySe,Close1,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor04_01,,Character2,,,0,,また、聞き出すことができませんでした,,,
,Actor04_03,,Character2,,,0,,マリーのこと……\nソラさんが知っているはずないのに,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
StopBgm2,,,,,,2,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
