Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage4,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
PlayBgm,walking,100,100,,,,,,,,
StopBgs,,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_04,,Character2,,,0,,まぶしい……,,,
,Actor02_01,,Character2,,,0,,太陽の光を浴びるのも久しぶりだな……,,,
,Actor02_03,,Character2,,,0,,あれ……？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor07_00,,Character2,,,0,,お姉ちゃん、もっと魔法のこと教えてよ,,,
,Actor07_00,,Character2,,,0,,学校の連中、教育方針が変わったからって\n何にも教えてくれないんだよ？,,,
,Actor04_00,,Character0,,,0,,それは、魔法が本当に必要になった時\n教えてあげるから,,,
,Actor04_00,,Character0,,,0,,我慢しないとダメです,,,
Balloon,Character2,1,,,,,,,,,
,Actor07_00,,Character2,,,0,,信じられない！,,,
,Actor07_00,,Character2,,,0,,誰のおかげで、お姉ちゃんこの学校に入れたと思ってるの？,,,
,Actor07_00,,Character2,,,0,,お姉ちゃんは\nあたしのおまけで入学できたんだよ,,,
Balloon,Character2,5,,,,,,,,,
,Actor07_00,,Character2,,,0,,なのに、お姉ちゃんだけが魔法を使えるなんて\nズルが許されていいと思ってるの？,,,
,Actor04_01,,Character0,,,0,,ふふ……、思ってないですよ,,,
,Actor04_01,,Character0,,,0,,マリーは何でも一流なのですから\n大事にしているんです,,,
Balloon,Character2,2,,,,,,,,,
,Actor07_00,,Character2,,,0,,ほんとに……嘘ついてない？,,,
,Actor04_01,,Character0,,,0,,ついていません,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor04_01,,Character0,,,0,,……,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,0,,あ……,,,
,Actor07_00,,Character2,,,0,,ん……\nお姉ちゃん、知ってる人？,,,
,Actor04_01,,Character0,,,0,,え、ええ……と,,,
Balloon,Character2,6,,,,,,,,,
,Actor02_03,,Character2,,,0,,ごめんなさい\nあたし、急いでいるので,,,
Balloon,Character0,1,,,,,,,,,
,Actor04_04,,Character0,,,0,,え、ちょっとソラさん！？,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_04,,Character2,,,0,,あたしは、絶賛脱獄中なんだよ,,,
,Actor04_04,,Character0,,,0,,脱獄！？,,,
,Actor02_02,,Character2,,,0,,わかるでしょ\nあたしは、今、一級戦犯なの,,,
,Actor07_00,,Character1,,,0,,何、コソコソお話ししてるの？,,,
,Actor04_01,,Character0,,,0,,ごめんなさい\nマリーは、先に行っててもらっても……,,,
,Actor07_00,,Character1,,,0,,それはダメ\nというか、何でお姉ちゃんが指図しているのよ？,,,
Balloon,Character2,5,,,,,,,,,
,Actor02_02,,Character2,,,0,,何、そのクソガキ？,,,
,Actor07_00,,Character1,,,0,,ガ、ガキですって！？,,,
,Actor04_04,,Character0,,,0,,ガキなんて言葉、はしたないですよ,,,
,Actor07_00,,Character1,,,0,,だ、だって、この金髪が！,,,
,Actor02_01,,Character2,,,0,,うるさいな\nこの子、ミシェルのなんなの？,,,
,Actor04_01,,Character0,,,0,,この娘は、ワタシの妹です,,,
Balloon,Character2,1,,,,,,,,,
,Actor02_03,,Character2,,,0,,え……、あ！？,,,
,Actor02_03,,Character2,,,0,,思い出した……\nコイツがアレか,,,
,Actor04_01,,Character0,,,0,,ふふ……\nソラさんは知っていますよね、マリーのこと,,,
,Actor02_01,,Character2,,,0,,もう、嫌というほどにね,,,
,Actor07_00,,Character1,,,0,,二人だけで話してるんじゃないわよ\nもう、ムカつく,,,
,Actor07_00,,Character1,,,0,,お姉ちゃんなんて置いていくんだから\nもう知らない！,,,
PlaySe,step01,80,100,,,,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_02,,Character2,,,0,,助かったんだね、ミシェルもアレも,,,
,Actor04_01,,Character0,,,0,,ええ……\nありがとうございます,,,
,Actor04_00,,Character0,,,0,,黒水晶が壊されなかったからでしょうか,,,
,Actor04_00,,Character0,,,0,,魔者も、まだ残っていますけど,,,
,Actor04_03,,Character0,,,0,,奇跡的に、マリーは魔者の姿から\n人の身に戻ることが出来たみたいです,,,
,Actor02_00,,Character2,,,0,,本当にね……\nあたしも、魔法を失わずに済んだ,,,
Balloon,Character2,8,,,,,,,,,
,Actor02_02,,Character2,,,0,,魔力の廻りは、未だに悪いままだけどね,,,
,Actor04_00,,Character0,,,0,,ソラさんは\n学校に戻らないんですか？,,,
,Actor02_00,,Character2,,,0,,無理だよ\nあたしは戦争起こした戦犯の一人なんだって,,,
,Actor04_00,,Character0,,,0,,どうして……？\n本当のことを伝えれば信じてくれるはずです,,,
,Actor02_00,,Character2,,,0,,運良くそうなったとしても\n居場所がないんだよ,,,
,Actor02_02,,Character2,,,0,,リジェと知り合いだということだけでも\n外交の妨げになるんだ,,,
,Actor02_01,,Character2,,,0,,敗戦国なんだよ？\n少し考えればわかるもんじゃない,,,
Balloon,Character0,6,,,,,,,,,
,Actor04_01,,Character0,,,0,,ごめんなさい\nワタシは、やっぱり、ダメみたいです,,,
,Actor02_01,,Character2,,,0,,そんなだから\nアレになめられてるんじゃないの？,,,
,Actor04_01,,Character0,,,0,,アレって言わないで下さい\n大切な妹なんです,,,
,Actor02_01,,Character2,,,0,,ふーん……\nミシェルはあたしには強気になる癖に,,,
Balloon,Character0,3,,,,,,,,,
,Actor04_00,,Character0,,,0,,何か言いましたでしょうか？,,,
,Actor02_02,,Character2,,,0,,別に……,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character2,,,0,,あたしはこの学校から去るよ,,,
,Actor02_00,,Character2,,,0,,戻ってこられる保証はないんだ\nだから、また会える約束はできない,,,
,Actor04_01,,Character0,,,0,,大丈夫です、待ってますから,,,
,Actor04_01,,Character0,,,0,,信じて、待ってます\nいつかまた会えると,,,
Balloon,Character2,3,,,,,,,,,
,Actor02_00,,Character2,,,0,,フフ……\nじゃあ、さよならは言わないから,,,
,Actor04_01,,Character0,,,0,,ええ、また会う日まで\n楽しみにしています,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor07_00,,Character2,,,0,,もう！\nいつまで話し込んでるの,,,
Balloon,Character2,5,,,,,,,,,
,Actor07_00,,Character2,,,0,,ほんとに遅刻しちゃうよ！,,,
,Actor04_01,,Character0,,,0,,ごめんなさい\n学校に向かいましょう,,,
,Actor07_00,,Character2,,,0,,もう、相変わらず\nお姉ちゃんはドン臭いんだから,,,
,Actor04_00,,Character0,,,0,,ふふ……,,,
,Actor07_00,,Character2,,,0,,何、笑ってるのよ,,,
,Actor04_00,,Character0,,,0,,いえ……\n言い方がソラさんに似ていたものですから,,,
Balloon,Character2,5,,,,,,,,,
,Actor07_00,,Character2,,,0,,なにそれ？\nもう、ほんとに置いていくから！,,,
,Actor07_00,,Character2,,,0,,魔法のことだって\nシイナに聞くからいいもん！,,,
,Actor07_00,,Character2,,,0,,お姉ちゃん、ほんとに役に立たないんだから！,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
CharacterOff,,,,,,0,,,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
,Actor02_00,,Character2,,,0,,また会う日まで……か,,,
CharacterOff,,,,,,0,,,,,
Wait,,,,,,1,,,,,
Balloon,Character2,9,,,,,,,,,
,Actor02_02,,Character2,,,0,,さて、心機一転\n隣国に向けて出発進行かな,,,
,Actor02_01,,Character2,,,0,,どうせ、リジェのことだから\n情報よこすように催促してくるだろうし,,,
